equipment_type_desc,circuit_label_type_desc,sum_power,category
Lights And Plugs 2,Other,0.736,Other
Lights And Plugs 2&3,Other,180.84,Other
Lights And Plugs 3,Other,14.589,Other
Lights And Plugs 4,Other,53.089,Other
Lights And Plugs 4&5,Other,156.986,Other
Lights And Plugs 5,Other,42.307,Other
Lights And/or Outlets For Multiple Rooms,Other,67.098,Other
Lights And/or Outlets In Beds & Baths,Other,57.364,Other
Lights In Utility Area,Other,66.144,Other
"Lights, Kitchen, Dining Rm",Other,59.66,Other
"Lights, Recp Master Bd Rm & Storage",Other,21.335,Other
Lights/kitchen,Other,243.141,Other
Lights/plugs,Other,13.686,Other
Lights/plugs,Other,64.525,Other
"Likely Lighting In Laundry, Office, Upstairs Bath",Other,212.893,Other
"Living Rm Lights, Fam Rm Lights, Recp",Other,69.369,Other
"Living Rm, Porch, Ext GFI",Other,76.505,Other
Living Room,Other,1081.67,Other
Living Room,Other,204.727,Other
Living Room & Middle Bed,Other,221.674,Other
Living Room And Entrance Lights,Other,0.381,Other
Living Room External Wall Outlets/garage Lights,Other,86.87599999999999,Other
Living Room Lights,Other,46.408,Other
Living Room Outlets,Other,179.031,Other
Living Room Outlets,Other,87.034,Other
Living Room Outlets,Other,0.006,Other
Living Room Plugs,Other,0.003,Other
Living Room Plugs & Garage Plugs,Other,71.627,Other
Living Room Wall Heating Units,Other,678.659,Other
"Living Room, Mud Room",Other,82.978,Other
"Living Room, Patio, And Laundry Room Lights",Other,393.956,Other
Living Room/Ext Outlets,Other,55.302,Other
Living Room/south Bedroom Circuit 1,Other,113.077,Other
Living Room/south Bedroom Circuit 2,Other,177.25900000000001,Other
Main Floor Bathroom,Other,28.197,Other
Main Kitchen Outlets,Other,153.25,Other
Main Lights,Other,22.68,Other
Mains,Mains,4988.11,Mains
Master Bath,Other,141.043,Other
Master Bath,Other,6.591,Other
Master Bath & Bedroom,Other,6.805,Other
Master Bath And Front Bath Outlets,Other,81.53699999999999,Other
Master Bath Lights,Other,119.464,Other
Master Bath Outlets,Other,3.916,Other
Master Bath Plugs,Other,214.94699999999997,Other
"Master Bath, Hall Bath, Living/Kit Wall",Other,142.863,Other
Master Bathroom - Outlet,Other,7.772,Other
Master Bathroom And Master Bedroom - Outlets,Other,38.455,Other
Master Bed,Other,34.726,Other
Master Bed Outlets,Other,0.079,Other
"Master Bed, Bath",Other,127.359,Other
Master Bedroom,Other,73.249,Other
Master Bedroom GFCI,Other,1.881,Other
Master Bedroom Subpanel,Other,83.406,Other
"Master Bedroom, Master Bath, Living Room Outlets",Other,32.644999999999996,Other
Master Bedroom/bathroom,Other,31.589,Other
Microwave,Microwave,235.23600000000002,Appliances
Microwave,Other,613.95,Other
Microwave,Microwave,202.58400000000003,Appliances
Microwave,Other,19.591,Other
Microwave Outlet,Other,8.966,Other
"Microwave, Hood, And Range Display",Other,47.074000000000005,Other
Mini Split,Ductless Heatpump,30.097,Heating
Motor Home,Other,0.127,Other
"N & S Kitchen Outlets, Washer, Computer",Other,15.958,Other
Natural Gas Furnace Fan,Gas Furnace (Component),826.1310000000001,Heating
NE Kitchen Plugs,Other,0.766,Other
Nook,Other,26.956,Other
Nook Plugs,Other,90.69,Other
"North Bedroom, Guest Bath, Master Bath Vanity",Other,73.457,Other
"North/west Bath Plugs, Soffit Plugs South",Other,6.3180000000000005,Other
NW Corner Of House,Other,289.938,Other
Office,Other,127.928,Other
Office & Master Bath,Other,76.331,Other
"Office Kitchen Lights, Middle & Rear Bedroom",Other,149.589,Other
Office Outlets,Other,64.546,Other
"Office, Garage, Overhead Door",Other,41.4,Other
Office/Shed Outlets,Other,0,Other
Outdoor Outlet,Other,11.721,Other
Outdoor Shed,Other,39.14,Other
Outhlets,Other,16.647000000000002,Other
Outlet For Chest Freezer And Other Misc,Refrigerator/Freezer,112.228,Appliances
Outlet Next To Refrigerator,Other,13.93,Other
Outlet Used For Refrigerator And Window AC,Other,27.992,Other
Outlets,Other,322.185,Other
"Outlets In Mud Room, Contains 1 Upright And 1 Chest Freezer",Other,288.521,Other
Outlets In Utility Area,Other,59.675,Other
Outside,Other,1.1420000000000001,Other
Outside Outlet & Other Misc,Other,57.387,Other
Outside Receptacle,Other,15.313,Other
Outside Water Feature,Other,0,Other
Panel Label = Freezer,Other,0.275,Other
Panel Label: [Blank],Other,0.291,Other
Panel Label: Bath GFI,Other,0,Other
Panel Label: Bonus Room,Other,7.198,Other
Panel Label: East Bed AF,Other,0.989,Other
Panel Label: Entertainment,Other,10.315,Other
Panel Label: Entry,Other,0.976,Other
Panel Label: Family Plugs,Other,11.487,Other
Panel Label: Family Rm. Lts. Plugs,Other,4.716,Other
Panel Label: Garage Door Opener,Other,15.801,Other
Panel Label: Jet Tub,Other,1.614,Other
Panel Label: Kitchen Lts.,Other,0.018000000000000002,Other
Panel Label: Master Bath/Powder Bath,Other,0.829,Other
Panel Label: Master Bed AF,Other,4.259,Other
Panel Label: Up Hall/Bath,Other,2.742,Other
Panel Label: Vacuum,Other,0.28800000000000003,Other
Panel Label: X-Mas,Other,0.147,Other
Post Lights & Outside Light,Other,62.557,Other
Powder Room,Other,4.197,Other
Powder Room GFCI,Other,0.765,Other
Propane - Water Heater - Fossil Fuel Condensing,Other,11.467,Other
Range,Stove/Oven/Range,24.997,Appliances
Rec Room Outlets,Other,226.43,Other
"Recp Kitchen, Dining Rm",Other,75.753,Other
"Refer Outlets, Golf Shop",Other,118.601,Other
"Refrig, Opposite-Side Outlets",Other,144.937,Other
Refrigerator/freezer,Refrigerator/Freezer,163.461,Appliances
Roof PV,Solar,0,Solar
RV Plug,Other,30.305,Other
"SE Small Master- Except One Outlet On Inside Wall By Closet/hall Bath, Hall Lights And Outlet, And Dinette Chandelier",Other,121.333,Other
Second Stage Of Furnace Heat,Electric Furnace,807.25,Heating
Shop,Other,948.922,Other
Shop Heat,Other Zonal Heat,0,Heating
Shop Plugs 1,Other,147.508,Other
Shop Plugs 2,Other,66.91799999999999,Other
Sink-Side Outlets,Other,18.708,Other
Small Appliance,Other,5.662,Other
Small Appliances,Other,1.909,Other
Small Appliances 2,Other,29.421,Other
"Small Bathroom, Hall Lights",Other,30.446,Other
Snow Melt,Other,0,Other
"Soffit Plugs North, Bath/hall Lighting",Other,5.804,Other
Solar,Solar,0,Solar
Solar Array,Solar,0,Solar
Solar Plugs,Other,210.336,Other
Solar Power,Solar,0,Solar
"South Bedrooms, Master Bath, Master Closet",Other,5.23,Other
South Dining Room,Other,105.259,Other
South Dining Room Outlets,Other,20.301000000000002,Other
Spa,Hot Tub,984.696,Other
Spa,Other,66.028,Other
"Sprinkler, Outdoor Plug, And Garage Outlet",Other,25.324,Other
Stereo & Other Electronics,Other,195.43900000000002,Other
Storeroom,Other,30.04,Other
Stove,Stove/Oven/Range,12.508000000000001,Appliances
Stove Exhaust,Other,3.064,Other
Stove: Electricoven:  Electric - Stove/Oven,Other,12.318,Other
Stove: Electricoven:  Electric - Stove/Oven,Stove/Oven/Range,5439.250999999994,Appliances
Stove: Electricoven:  No Oven - Stove/Oven,Stove/Oven/Range,13.954,Appliances
Stove: Gasoven:  Dual Gas/Electric - Stove/Oven,Stove/Oven/Range,37.356,Appliances
Stove: Gasoven:  Electric - Stove/Oven,Stove/Oven/Range,118.714,Appliances
Stove: Gasoven:  Gas - Stove/Oven,Stove/Oven/Range,82.99,Appliances
Stove: Gasoven:  No Oven - Stove/Oven,Stove/Oven/Range,120.09,Appliances
Stove: No Stoveoven:  Electric - Stove/Oven,Other,0,Other
Stove: No Stoveoven:  Electric - Stove/Oven,Stove/Oven/Range,210.28900000000002,Appliances
Sub Main,Other,908.114,Other
Sub Panel Feed For Shop,Other,1234.961,Other
Subfeed To Garage/shop,Other,497.84499999999997,Other
Sump Pump For Basement Bathroom,Other,7.675,Other
Sun Room Heater,Other Zonal Heat,779.127,Heating
"SW Bedroom Studio, Small Blue Bedroom, Inside Wall Outlet And Master, Front Porch Outlet",Other,198.545,Other
Trash Compactor,Other,0.003,Other
"Tv Room, Living Room",Other,56.214999999999996,Other
Unclear,Electric Baseboard Heaters,0,Heating
Unclear,Electric Baseboard Heaters,0,Heating
Unclear,Other,0,Other
Under Counter Lights,Other,137.33,Other
Unknown,Other,748.9010000000001,Other
Unknown,Other,130.014,Other
Unknown - Dryer,Clothes Dryer,683.8340000000001,Appliances
"Unknown - Labeled Lighting, Could Also Include Outlets",Other,41.329,Other
"Unknown - Lights, But May Also Include Outlets",Other,180.721,Other
Unknown - Packaged AC,Central AC,263.343,AC
Unknown - Water Heater - Unknown,Electric Resistance Storage Water Heaters,199.938,Heating
"Unknown , Likely Furnace",Other,12.177,Other
Unknown,Other,0.446,Other
Unknown,Other,0.6920000000000001,Other
Unknown Circuit,Other,53.59,Other
Unknown Circuit 1,Other,17.012,Other
Unknown Circuit 2,Other,1.5090000000000001,Other
Unknown Device Name,Dishwasher,87.542,Appliances
Unknown Device Name,Electric Furnace,834.081,Heating
Unknown Device Name,Garbage Disposal,0.9560000000000001,Appliances
Unknown Device Name,Gas Furnace (Component),406.55600000000004,Heating
Unknown Device Name,Other,8280.006999999994,Other
Unknown Equipment,Other,3.791,Other
Unknown Fuel Type - Bathroom Vent,Other,823.7810000000001,Other
Unknown Fuel Type - Central Vac,Other,11.952,Other
Unknown Fuel Type - Dishwasher,Dishwasher,2183.7609999999995,Appliances
Unknown Fuel Type - Dishwasher,Other,0.01,Other
Unknown Fuel Type - Heater,Gas Furnace (Component),106.309,Heating
Unknown Fuel Type - Hot Tub,Hot Tub,1359.179,Other
Unknown Fuel Type - Irrigation Pump,Other,130.626,Other
Unknown Fuel Type - Kitchen Vent,Other,224.278,Other
Unknown Fuel Type - Refrigerator/Freezer,Other,580.049,Other
Unknown Fuel Type - Refrigerator/Freezer,Refrigerator/Freezer,6359.798999999999,Appliances
Unknown Fuel Type - Washer,Clothes Dryer,101.74199999999999,Appliances
Unknown Fuel Type - Washer,Clothes Washer,1626.1970000000001,Appliances
Unknown Fuel Type - Washer,Other,97.668,Other
Unknown Fuel Type - Whole House Fan,Other,119.144,Other
Unlabeled 1,Other,19.397,Other
Unlabeled 2,Other,34.231,Other
Upstairs Bath,Other,82.323,Other
Upstairs Bath,Other,3.2640000000000002,Other
"Upstairs Bath Plug, Living Room",Other,39.068,Other
Upstairs Bathroom Outlets,Other,5.479,Other
Upstairs Bedroom,Other,1.807,Other
Upstairs Bedroom Outlets,Other,6.946,Other
Upstairs Except Room W/ Router,Other,71.746,Other
"Upstairs Hall, Bath, Utility",Other,1.043,Other
Upstairs Lights,Other,51.751000000000005,Other
Upstairs Living Room,Other,225.02599999999998,Other
"Upstairs, Microwave, Phone",Other,1.47,Other
Utility,Other,108.756,Other
Utility,Other,18.665,Other
Utility Plugs,Other,0.165,Other
Utility Room Plug,Other,15.69,Other
Various,Other,126.185,Other
Various Appliances,Other,223.695,Other
Various Appliances - Kitchen Outlets?,Other,247.19,Other
Various Lighting,Other,221.649,Other
Various Lights,Other,234.962,Other
Various Outlets,Other,218.447,Other
W Bedrooms,Other,275.955,Other
Wall Heater,Other Zonal Heat,0.176,Heating
Warming Drawer,Other,0,Other
Wash Machine,Other,13.926,Other
Wash Room,Other,3.18,Other
Washer Dryer,Other,60.899,Other
Washer Outlet,Other,291.409,Other
Washing Machine/Laundry Room Outlet,Clothes Washer,26.629,Appliances
Water Fountain,Other,46.096,Other
Water Heater,Electric Resistance Storage Water Heaters,337.93,Heating
Water Heater,Instantaneous Water Heater (Elec),297.901,Heating
Water Heater,Electric Resistance Storage Water Heaters,660.114,Heating
Water Heater,Electric Resistance Storage Water Heaters,664.25,Heating
Water Source Heat Pump,Ducted Heatpump,24.167,Heating
Well Pump & Other,Other,63.588,Other
Whirlpool Tub,Other,0.11900000000000001,Other
Whole House Power,Mains,201450.014,Mains
Whole House Power,Mains With Solar,22558.735,Mains
Workbench,Other,34.451,Other
Workbench,Other,146.757,Other
? Kitchen Plugs,Other,0.137,Other
#2 Bedroom And Hallway Lights,Other,2.987,Other
2 Upper Bedrooms,Other,14.64,Other
"2nd Floor Guest Room W/ Router, 1st Floor Bathroom, Living Room Outlet",Other,82.428,Other
30 Amp RV Outlet,Other,963.492,Other
50 Amp RV Outlet,Other,0.158,Other
"Addition Master - Bathroom Fan, Lights, Wall Heater",Other,0,Other
Addition Master  Bathroom Wall Outlets,Other,0.002,Other
Addition Subpanel,Other,1172.807,Other
Air Handler,Other,109.31899999999999,Other
Appliance Circuit,Other,404.864,Other
Appliances,Other,866.245,Other
Appliances - Kitchen Outlets?,Other,118.458,Other
Attic Furnace,Gas Furnace (Component),62.955,Heating
Back Room And Living Room Outlets And Lights,Other,325.16700000000003,Other
Backyard Lights,Other,0.02,Other
Basement Furnace,Gas Furnace (Component),226.587,Heating
Basement Plug,Other,17.291,Other
Basement Plugs,Other,1400.798,Other
Basement Plugs/ Dining Plugs,Other,7.346,Other
Basement Rec Room Lights,Other,4.08,Other
Bath,Other,5.981,Other
Bath + 2 Bedroom,Other,15.077,Other
Bath GFCI Outlet,Other,3.815,Other
Bath Outlet,Other,25.839000000000002,Other
Bath Room,Other,13.039,Other
Bathroom,Other,13.276,Other
Bathroom & Patio Outlets,Other,139.967,Other
Bathroom GFCI Outlets,Other,0.005,Other
Bathroom Heat/vent,Other,100.888,Other
Bathroom Light/fan,Other,46.982,Other
Bathroom Near Entry - Outlets,Other,2.919,Other
Bathroom Near Entry And Guest Room - Outlets,Other,33.506,Other
Bathroom Outlet - Not Installed,Other,0.008,Other
Bathroom Outlets,Other,0.059000000000000004,Other
Bathroom Outlets,Other,16.175,Other
"Bathroom, Kitchen",Other,45.269999999999996,Other
Bathrooms And Lights In Surrounding Areas,Other,6.97,Other
Bathtub Heater,Other,0,Other
Bathtub Pump,Other,3.319,Other
Bed/Bath Heat,Other Zonal Heat,64.543,Heating
Bedroom,Other,364.035,Other
Bedroom 3 Outlets,Other,0.738,Other
Bedroom Baseboard Heaters,Electric Baseboard Heaters,0.001,Heating
Bedroom Light,Other,199.298,Other
Bedroom Lights + Plugs,Other,185.634,Other
Bedroom Outlets,Other,417.713,Other
Bedroom Power,Other,23.265,Other
"Beds 2&3 Plugs & Lights, Main Bath Plugs & Lights",Other,15.351,Other
"Beds 3&4 Plugs & Lights, Master Bed Plugs & Lights",Other,110.341,Other
Blank #10,Other,124.717,Other
Blank #11,Other,8.131,Other
Blank #4,Other,306.121,Other
Blank #6,Other,410.495,Other
Blank #8,Other,1.328,Other
Blank #9,Other,33.691,Other
Bonus/entry,Other,220.405,Other
Bottom Oven,Other,2.88,Other
Buffet Outlet,Other,1.3190000000000002,Other
Central Vacuum,Other,16.119,Other
Computer Room Outlets,Other,24.317999999999998,Other
Cook Top,Stove/Oven/Range,134.536,Appliances
Counter Cooktop,Stove/Oven/Range,48.205,Appliances
Dining Plugs - North Wall,Other,482.839,Other
Dining Room,Other,27.47,Other
Dining Room & Kitchen,Other,41.525,Other
Dining Room East Wall Outlets,Other,2.749,Other
Dining Room Outlets,Other,40.851,Other
Dining Room Recepts,Other,281.267,Other
Dishwasher,Dishwasher,23.859,Appliances
Disposal,Garbage Disposal,0.252,Appliances
Disposal,Other,70.69200000000001,Other
Disposal,Other,0.092,Other
Disposal & Microwave,Other,19.296,Other
Down Bedroom & Office,Other,481.79699999999997,Other
Downstairs Bathroom Outlets,Other,19.553,Other
Downstairs Bedroom,Other,467.283,Other
Downstairs Bedroom Outlets,Other,20.212,Other
Downstairs East Bedroom,Other,175.644,Other
Downstairs Family Room,Other,245.185,Other
Downstairs Master,Other,5.746,Other
Downstairs Outlets,Other,30.076999999999998,Other
Dryer,Clothes Dryer,3.622,Appliances
Dryer Plug,Other,0,Other
East And South Side Kitchen Outlets,Other,367.882,Other
Electric - Air Source Heat Pump,Central AC,13.965,AC
Electric - Air Source Heat Pump,Ducted Heatpump,23515.673,Heating
Electric - Central AC,Central AC,462.076,AC
Electric - Central AC,Ducted Heatpump,1082.666,Heating
Electric - Dryer,Clothes Dryer,11988.742,Appliances
Electric - Electric Baseboard,Electric Baseboard Heaters,3865.8209999999995,Heating
Electric - Furnace,Electric Furnace,9786.687999999998,Heating
Electric - Furnace,Gas Furnace (Component),58.934000000000005,Heating
Electric - Furnace,Other,60.412,Other
Electric - Mini-Split HP,Ductless Heatpump,4586.8589999999995,Heating
Electric - Water Heater - Electric Heat Pump,Heat Pump Water Heater,948.075,Heating
Electric - Water Heater - Electric Resistance,Electric Resistance Storage Water Heaters,40842.99,Heating
Electric - Water Source Heat Pump,Ducted Heatpump,54.395,Heating
Electric - Zonal Heat,Ductless Heatpump,248.633,Heating
Electric - Zonal Heat,Other,3.23,Other
Electric - Zonal Heat,Other Zonal Heat,1227.2060000000001,Heating
Electric Car Charger,Electric Vehicle Charger,395.528,Other
Electric Car Charger - Chevy Bolt,Electric Vehicle Charger,1985.855,Other
Electric Cooktop,Stove/Oven/Range,60.178,Appliances
Electric Furnace,Electric Furnace,119.395,Heating
Electric Furnace And Air Handler,Electric Furnace,97.603,Heating
Electric Heat In Dining Room And Living Room,Other,0,Other
Electric Range Plug,Other,0.004,Other
Electric Room Heaters,Other,50.769,Other
Electric Room Heaters For Nook & Family Rm,Other Zonal Heat,273.574,Heating
Entry And Study,Other,25.92,Other
"Entry, Hall",Other,3.743,Other
EVSE,Electric Vehicle Charger,1577.269,Other
Exterior Outlet,Other,17.391000000000002,Other
Family And Dining Room - Outlets And Lights,Other,299.839,Other
Family Room & Front Room,Other,332.938,Other
"Family Room, Den, And Back Porch Lights",Other,287.851,Other
Feed To Garage Sub-panel,Other With Solar,7304.074,Other
Feed To Sub Panel In Outbuilding,Other,0.594,Other
Foyeur Lights/ Additional Sconces Cans And Fan,Other,6.748,Other
Freezer Plug,Other,0,Other
"Freezer, Lights, Kitchen",Other,277.474,Other
Front Area - Lights And Plugs,Other,74.894,Other
Front Bath & Bedroom,Other,117.66,Other
Front Bath Light And Master Bedroom,Other,37.162,Other
Front Porch GFI Outlet,Other,32.373000000000005,Other
Furnace,Electric Furnace,658.243,Heating
Furnace,Gas Furnace (Component),701.441,Heating
Furnace,Electric Furnace,583.933,Heating
Furnace,Gas Furnace (Component),1529.9850000000001,Heating
Furnace,Gas Furnace (Component),173.79999999999998,Heating
Furnace Backup,Electric Furnace,518.043,Heating
Furnace Backup Heat,Electric Furnace,483.951,Heating
Furnace Condensate Pump,Other,233.208,Other
Furnace Electric Heat,Electric Furnace,804.967,Heating
Furnace Fan,Gas Furnace (Component),127.46600000000001,Heating
Furnace Fan,Electric Furnace,1239.922,Heating
Furnace Fan,Gas Furnace (Component),469.3,Heating
Furnace Main,Electric Furnace,366.749,Heating
Furnace Other,Other,0.08700000000000001,Other
Furnace Plug,Other,3.2,Other
Furnace Power,Gas Furnace (Component),1931.4180000000001,Heating
Furnace Power,Gas Furnace (Component),56.756,Heating
Game Room Addition,Other,227.984,Other
Garage,Other,693.849,Other
Garage,Other,51.919,Other
"Garage Door Opener, South Wall, Outside",Other,25.246,Other
"Garage Door Opener, West Wall",Other,138.168,Other
Garage Doors,Other,47.244,Other
Garage Lights,Other,0.062,Other
Garage Lights,Other,200.142,Other
Garage Lights & Outlets,Other,437.945,Other
Garage Outlet,Other,35.096,Other
Garage Outlet,Other,0.384,Other
Garage Outlets,Other,3.047,Other
Garage Outlets,Other,185.489,Other
Garage Power,Other,97.087,Other
Garage South Side,Other,190.787,Other
Garbage Disposal,Other,0.174,Other
Garbage Disposal,Garbage Disposal,19.153,Appliances
Garbage Disposal,Other,23.566000000000003,Other
Gas Furnace,Gas Furnace (Component),85.173,Heating
GFCI Kitchen Plugs,Other,114.953,Other
GFI Breaker,Other,0,Other
GFI Breaker Circuit,Other,9.031,Other
GFI Outlet,Other,10.596,Other
GFI Outlet/circuit,Other,27.668,Other
GFI Protected Outlets,Other,0.006,Other
GFI-Bath Recept,Other,9.064,Other
Golf Outlets,Other,6.548,Other
Great Room & Hallway/den,Other,291.782,Other
Greenhouse,Other,72.726,Other
"Guest Bath, Upstairs Bath",Other,6.444,Other
Hall And Bedrooms,Other,105.709,Other
"Hall Bath, Lights, Upstairs Bed Outlets",Other,289.857,Other
"Hall, Study, Living Room, Dining Room",Other,47.902,Other
Halllway And Master Lights,Other,430.964,Other
HEAT,Gas Furnace (Component),226.448,Heating
Heat - Kitchen & Stairs,Other,0,Other
Heatpump Backup Heat,Ducted Heatpump,0,Heating
Hood,Other,20.379,Other
Hood/microwave,Other,49.81,Other
Hot Tub,Hot Tub,935.339,Other
Hot Tub,Hot Tub,1185.981,Other
Hottub,Hot Tub,597.503,Other
Hybrid  Water Heater,Heat Pump Water Heater,133.784,Heating
Instant Water Heater,Instantaneous Water Heater (Elec),69.147,Heating
Island Kitchen Outlets,Other,25.656,Other
Island Lights,Other,63.517,Other
Jacuzzi,Hot Tub,784.082,Other
Jet Tub,Other,2.809,Other
Jetted Tub,Other,2.165,Other
Kictchen Outlets + Fridge,Other,294.067,Other
Kitchen,Other,521.729,Other
"Kitchen - Outlets, Fridge, Toaster Oven",Other,289.558,Other
Kitchen & Dining Lights,Other,26.049,Other
Kitchen & Dining Outlets,Other,99.892,Other
Kitchen & Dining Room Plugs,Other,13.251,Other
Kitchen And Dining Lights,Other,395.327,Other
Kitchen And Dining Room Lights,Other,3.275,Other
Kitchen And Hallway Bath Lights,Other,107.523,Other
Kitchen Appliance,Other,304.187,Other
Kitchen Appliance,Other,31.178,Other
Kitchen Appliance Plugs,Other,167.326,Other
Kitchen Appliance Plugs,Other,5.032,Other
Kitchen Circuit,Other,39.903,Other
Kitchen Countertop Outlets,Other,89.214,Other
Kitchen GFCI Outlet,Other,18.936,Other
Kitchen GFCI Outlets,Other,22.105,Other
Kitchen GFCI Outlets,Other,0.617,Other
Kitchen Hood,Other,0.666,Other
Kitchen Lighting,Other,171.553,Other
Kitchen Lights,Other,39.249,Other
Kitchen Lights,Other,16.526,Other
Kitchen Lights,Other,9.147,Other
Kitchen Lights And Bathroom Radiant Heating,Other,866.843,Other
"Kitchen Lights, Fridge, And Outlets",Other,243.376,Other
Kitchen Outlet Opposite Of Sink,Other,1.579,Other
Kitchen Outlet2,Other,153.403,Other
Kitchen Outlets,Other,2091.759,Other
Kitchen Outlets,Other,99.14800000000001,Other
"Kitchen Outlets - Refrigerator, Dishwasher, Hood, Phone",Other,140.619,Other
Kitchen Outlets,Other,33.009,Other
Kitchen Outlets,Other,0.543,Other
Kitchen Outlets + Fridge,Other,80.845,Other
Kitchen Plug,Other,2.904,Other
Kitchen Plug-ins,Other,157.111,Other
Kitchen Plug-ins,Other,9.522,Other
Kitchen Plugs,Other,63.487,Other
Kitchen Plugs - East Wall,Other,117.14,Other
Kitchen Plugs 2,Other,29.428,Other
"Kitchen, Back Porch Lights",Other,405.91,Other
"Kitchen, Dining, Deck Flood Lights",Other,28.881,Other
"Kitchen, Dining, Family Room Outlets",Other,169.863,Other
"Kitchen, Garage",Other,27.282,Other
"Kitchen, Island, Nook",Other,15.175,Other
Laundry Room Lights And Outlets,Other,30.68,Other
"Laundry Room Lights, Family Room Outlet, And Master Outlets",Other,62.874,Other
Laundry Room Lights/back Porch,Other,6.066,Other
Laundry Room Outlet,Clothes Washer,40.928,Appliances
Laundry Room Outlets,Other,2.923,Other
Laundry Room Outlets,Other,36.361,Other
Library Outlets,Other,145.402,Other
Light #2,Other,943.144,Other
Lighting,Other,841.6320000000001,Other
Lighting - All Bedrooms,Other,83.689,Other
"Lighting Bdrm 2, Bth 1, Mst Bth",Other,24.287,Other
Lighting Circuit,Other,177.192,Other
Lighting Circuit. Could Also Contain Outlets,Other,131.955,Other
Lighting Den,Other,194.263,Other
Lighting Mst Bdrm,Other,233.254,Other
Lighting North Basement,Other,1011.322,Other
Lighting Over Sink,Other,112.37,Other
"Lighting, Garage & Rec Room",Other,131.661,Other
Lights,Other,45.513,Other
Lights,Other,168.069,Other
Lights,Other,104.4,Other
Lights,Other,229.579,Other
Lights,Other,95.263,Other
Lights & Outlets In Master Bed & Bath,Other,104.443,Other
Lights And/or Outlets For Multiple Rooms,Other,61.44,Other
Lights And/or Outlets In Beds & Baths,Other,65.328,Other
Lights In Utility Area,Other,63.128,Other
Lights/kitchen,Other,276.572,Other
"Likely Lighting In Laundry, Office, Upstairs Bath",Other,162.144,Other
"Living Rm, Porch, Ext GFI",Other,88.654,Other
Living Room,Other,999.059,Other
Living Room,Other,33.274,Other
Living Room External Wall Outlets/garage Lights,Other,101.852,Other
Living Room Lights,Other,58.635000000000005,Other
Living Room Plugs,Other,0.005,Other
Living Room Plugs & Garage Plugs,Other,69.942,Other
Living Room Wall Heating Units,Other,1277.355,Other
"Living Room, Patio, And Laundry Room Lights",Other,377.788,Other
Living Room/Ext Outlets,Other,55.81,Other
Main Floor Bathroom,Other,34.04,Other
Main Kitchen Outlets,Other,144.733,Other
Main Lights,Other,58.104,Other
Mains,Mains,7574.041,Mains
Master Bath,Other,127.442,Other
Master Bath & Bedroom,Other,5.316,Other
Master Bath And Front Bath Outlets,Other,61.322,Other
Master Bath Lights,Other,132.24099999999999,Other
Master Bath Plugs,Other,205.783,Other
Master Bathroom - Outlet,Other,9.152000000000001,Other
Master Bathroom And Master Bedroom - Outlets,Other,42.159,Other
Master Bed,Other,14.732000000000001,Other
Master Bed Outlets,Other,0.211,Other
"Master Bed, Bath",Other,113.529,Other
Master Bedroom,Other,50.068,Other
"Master Bedroom, Master Bath, Living Room Outlets",Other,33.252,Other
Microwave,Microwave,131.036,Appliances
Microwave,Other,584.856,Other
Microwave,Microwave,151.336,Appliances
Microwave,Other,23.174,Other
Microwave Outlet,Other,10.968,Other
"Microwave, Hood, And Range Display",Other,36.846000000000004,Other
Mini Split,Ductless Heatpump,79.235,Heating
Motor Home,Other,0.138,Other
Natural Gas Furnace Fan,Gas Furnace (Component),795.687,Heating
Nook Plugs,Other,87.236,Other
"North/west Bath Plugs, Soffit Plugs South",Other,6.441,Other
NW Corner Of House,Other,290.504,Other
Office,Other,51.365,Other
Office & Master Bath,Other,78.602,Other
Office Outlets,Other,51.744,Other
"Office, Garage, Overhead Door",Other,37.817,Other
Outdoor Outlet,Other,12.038,Other
Outdoor Shed,Other,37.455999999999996,Other
Outhlets,Other,15.86,Other
Outlet For Chest Freezer And Other Misc,Refrigerator/Freezer,92.533,Appliances
Outlet Next To Refrigerator,Other,36.374,Other
Outlet Used For Refrigerator And Window AC,Other,35.19,Other
Outlets,Other,325.772,Other
"Outlets In Mud Room, Contains 1 Upright And 1 Chest Freezer",Other,321.477,Other
Outlets In Utility Area,Other,64.735,Other
Outside Receptacle,Other,14.818,Other
Propane - Water Heater - Fossil Fuel Condensing,Other,11.181000000000001,Other
Range,Stove/Oven/Range,20.302,Appliances
Rec Room Outlets,Other,232.61,Other
"Refer Outlets, Golf Shop",Other,57.381,Other
"Refrig, Opposite-Side Outlets",Other,130.171,Other
Refrigerator/freezer,Refrigerator/Freezer,113.456,Appliances
Roof PV,Solar,0,Solar
"SE Small Master- Except One Outlet On Inside Wall By Closet/hall Bath, Hall Lights And Outlet, And Dinette Chandelier",Other,163.507,Other
Second Stage Of Furnace Heat,Electric Furnace,1484.909,Heating
Shop,Other,1248.008,Other
Shop Plugs 1,Other,138.314,Other
Shop Plugs 2,Other,16.317,Other
Sink-Side Outlets,Other,26.277,Other
"Small Bathroom, Hall Lights",Other,31.587,Other
"Soffit Plugs North, Bath/hall Lighting",Other,5.424,Other
Solar,Solar,0,Solar
Solar Power,Solar,0,Solar
South Dining Room Outlets,Other,18.304000000000002,Other
Spa,Hot Tub,1131.862,Other
"Sprinkler, Outdoor Plug, And Garage Outlet",Other,23.186,Other
Storeroom,Other,29.013,Other
Stove,Stove/Oven/Range,9.639,Appliances
